table_index,table_name,column_index,column_name
4,dim_jordass_imode_leyuan_nf,46,enddate
4,dim_jordass_imode_leyuan_nf,47,itemp1
4,dim_jordass_imode_leyuan_nf,48,itemp2
4,dim_jordass_imode_leyuan_nf,49,vtemp1
4,dim_jordass_imode_leyuan_nf,50,vtemp2
5,dim_jordass_leyuan_participate_cdf_nf,51,dtstatdate
5,dim_jordass_leyuan_participate_cdf_nf,52,matchsubmodegroup
5,dim_jordass_leyuan_participate_cdf_nf,53,vplayerid
5,dim_jordass_leyuan_participate_cdf_nf,54,cbitmap
5,dim_jordass_leyuan_participate_cdf_nf,55,dregdate
5,dim_jordass_leyuan_participate_cdf_nf,56,itemp1
5,dim_jordass_leyuan_participate_cdf_nf,57,itemp2
5,dim_jordass_leyuan_participate_cdf_nf,58,vtemp1
5,dim_jordass_leyuan_participate_cdf_nf,59,vtemp2
6,dim_jordass_packet_conf,60,ds
7,dim_jordass_playerid2suserid_nf,61,vplayerid
7,dim_jordass_playerid2suserid_nf,62,suserid
8,dim_jordass_submodeonline_nf,63,matchsubmodegroup
8,dim_jordass_submodeonline_nf,64,matchsubmodegroupname
8,dim_jordass_submodeonline_nf,65,onlinedate
8,dim_jordass_submodeonline_nf,66,itemp1
8,dim_jordass_submodeonline_nf,67,itemp2
8,dim_jordass_submodeonline_nf,68,vtemp1
8,dim_jordass_submodeonline_nf,69,vtemp2
9,dim_jordass_submodeonlinedate_conf,70,matchsubmodegroup
9,dim_jordass_submodeonlinedate_conf,71,matchsubmodegroupname
9,dim_jordass_submodeonlinedate_conf,72,onlinedate
9,dim_jordass_submodeonlinedate_conf,73,itemp1
9,dim_jordass_submodeonlinedate_conf,74,itemp2
9,dim_jordass_submodeonlinedate_conf,75,vtemp1
9,dim_jordass_submodeonlinedate_conf,76,vtemp2
10,dim_mgamejp_account_allinfo_nf,77,dtstatdate
10,dim_mgamejp_account_allinfo_nf,78,saccounttype
10,dim_mgamejp_account_allinfo_nf,79,suserid
10,dim_mgamejp_account_allinfo_nf,80,suseridtype
10,dim_mgamejp_account_allinfo_nf,81,sgamecode
10,dim_mgamejp_account_allinfo_nf,82,splattype
10,dim_mgamejp_account_allinfo_nf,83,splat
10,dim_mgamejp_account_allinfo_nf,84,iregdate
10,dim_mgamejp_account_allinfo_nf,85,ilastactdate
10,dim_mgamejp_account_allinfo_nf,86,sdayacti
10,dim_mgamejp_account_allinfo_nf,87,sweekacti
10,dim_mgamejp_account_allinfo_nf,88,smonthacti
10,dim_mgamejp_account_allinfo_nf,89,sgroup
10,dim_mgamejp_account_allinfo_nf,90,ilevel
10,dim_mgamejp_account_allinfo_nf,91,iviplevel
10,dim_mgamejp_account_allinfo_nf,92,itimes
10,dim_mgamejp_account_allinfo_nf,93,ionlinetime
11,dim_mgamejp_idconversion_wxid_qq_nf,94,dtstatdate
11,dim_mgamejp_idconversion_wxid_qq_nf,95,swxid
11,dim_mgamejp_idconversion_wxid_qq_nf,96,iqq
12,dim_mgamejp_tbplayerid2qq_nf,97,dtstatdate
12,dim_mgamejp_tbplayerid2qq_nf,98,sappid
12,dim_mgamejp_tbplayerid2qq_nf,99,splayerid
12,dim_mgamejp_tbplayerid2qq_nf,100,iqq
13,dim_mgamejp_tbplayerid2wxid_nf,101,dtstatdate
13,dim_mgamejp_tbplayerid2wxid_nf,102,sappid
13,dim_mgamejp_tbplayerid2wxid_nf,103,splayerid
13,dim_mgamejp_tbplayerid2wxid_nf,104,swxid
14,dim_uf_player_gameinfo_mf,105,kp_imp_date
14,dim_uf_player_gameinfo_mf,106,id_type
14,dim_uf_player_gameinfo_mf,107,userid
14,dim_uf_player_gameinfo_mf,108,gender
14,dim_uf_player_gameinfo_mf,109,city
14,dim_uf_player_gameinfo_mf,110,province
14,dim_uf_player_gameinfo_mf,111,city_level
15,dim_vplayerid_vies_df,112,dtstatdate
15,dim_vplayerid_vies_df,113,vgameappid
15,dim_vplayerid_vies_df,114,vplayerid
15,dim_vplayerid_vies_df,115,suserid
15,dim_vplayerid_vies_df,116,suserid_type
15,dim_vplayerid_vies_df,117,itag
15,dim_vplayerid_vies_df,118,is_reg
15,dim_vplayerid_vies_df,119,is_actv
15,dim_vplayerid_vies_df,120,is_neibu
15,dim_vplayerid_vies_df,121,is_lowfps
15,dim_vplayerid_vies_df,122,cbitmap
15,dim_vplayerid_vies_df,123,gender
15,dim_vplayerid_vies_df,124,province
15,dim_vplayerid_vies_df,125,city
15,dim_vplayerid_vies_df,126,city_level
15,dim_vplayerid_vies_df,127,iregdate
15,dim_vplayerid_vies_df,128,iregdate_agamek6
15,dim_vplayerid_vies_df,129,lastdate
15,dim_vplayerid_vies_df,130,lastdate_agamek6
15,dim_vplayerid_vies_df,131,lastdays
15,dim_vplayerid_vies_df,132,lastdays_agamek6
15,dim_vplayerid_vies_df,133,lastdays_fps
15,dim_vplayerid_vies_df,134,lastdays_vie1
15,dim_vplayerid_vies_df,135,lastdays_vie2
15,dim_vplayerid_vies_df,136,lastdays_vie3
15,dim_vplayerid_vies_df,137,lastdays_vie4
15,dim_vplayerid_vies_df,138,lastdays_vie5
15,dim_vplayerid_vies_df,139,lastdays_vie6
15,dim_vplayerid_vies_df,140,lastdays_vie7
15,dim_vplayerid_vies_df,141,lastdays_vie8
15,dim_vplayerid_vies_df,142,lastdays_vie9
15,dim_vplayerid_vies_df,143,lastdays_vie10
15,dim_vplayerid_vies_df,144,lastdays_vie11
15,dim_vplayerid_vies_df,145,lastdays_vie12
15,dim_vplayerid_vies_df,146,lastdays_vie13
15,dim_vplayerid_vies_df,147,lastdays_vie14
15,dim_vplayerid_vies_df,148,lastdays_vie15
15,dim_vplayerid_vies_df,149,vtemp1
15,dim_vplayerid_vies_df,150,vtemp2
15,dim_vplayerid_vies_df,151,vtemp3
15,dim_vplayerid_vies_df,152,itemp1
15,dim_vplayerid_vies_df,153,itemp2
15,dim_vplayerid_vies_df,154,itemp3
16,dwd_argothek_abilityinfo_effects_hi,155,tdbank_imp_date
16,dwd_argothek_abilityinfo_effects_hi,156,dteventtime
16,dwd_argothek_abilityinfo_effects_hi,157,apeventid
16,dwd_argothek_abilityinfo_effects_hi,158,apchildid
16,dwd_argothek_abilityinfo_effects_hi,159,apchildindex
16,dwd_argothek_abilityinfo_effects_hi,160,tag
16,dwd_argothek_abilityinfo_effects_hi,161,amount
16,dwd_argothek_abilityinfo_effects_hi,162,allianceforcefectedtargets
16,dwd_argothek_abilityinfo_effects_hi,163,matchinfomatchid
16,dwd_argothek_abilityinfo_effects_hi,164,playerinfosubject
16,dwd_argothek_abilityinfo_effects_hi,165,roundinforoundnumber
16,dwd_argothek_abilityinfo_effects_hi,166,playerinfoteamid
17,dwd_argothek_apinventorymovementlog_hi,167,tdbank_imp_date
17,dwd_argothek_apinventorymovementlog_hi,168,dteventtime
17,dwd_argothek_apinventorymovementlog_hi,169,apeventid
17,dwd_argothek_apinventorymovementlog_hi,170,matchinfobranch
17,dwd_argothek_apinventorymovementlog_hi,171,matchinfochangelist
17,dwd_argothek_apinventorymovementlog_hi,172,matchinfogameid
17,dwd_argothek_apinventorymovementlog_hi,173,matchinfogamemode
17,dwd_argothek_apinventorymovementlog_hi,174,matchinfomap
17,dwd_argothek_apinventorymovementlog_hi,175,matchinfomatchid
17,dwd_argothek_apinventorymovementlog_hi,176,matchinfoversion
17,dwd_argothek_apinventorymovementlog_hi,177,roundinfoattackerscore
17,dwd_argothek_apinventorymovementlog_hi,178,roundinfodefenderscore
17,dwd_argothek_apinventorymovementlog_hi,179,roundinfomatchtime
17,dwd_argothek_apinventorymovementlog_hi,180,roundinforoundnumber
17,dwd_argothek_apinventorymovementlog_hi,181,roundinforoundphase
17,dwd_argothek_apinventorymovementlog_hi,182,roundinforoundtime
17,dwd_argothek_apinventorymovementlog_hi,183,playerinfocharacter
17,dwd_argothek_apinventorymovementlog_hi,184,playerinfoname
17,dwd_argothek_apinventorymovementlog_hi,185,playerinfosubject
17,dwd_argothek_apinventorymovementlog_hi,186,playerinfoteamid
17,dwd_argothek_apinventorymovementlog_hi,187,playerinfoside
17,dwd_argothek_apinventorymovementlog_hi,188,playerinfoteamrole
17,dwd_argothek_apinventorymovementlog_hi,189,pretransactionmoney
17,dwd_argothek_apinventorymovementlog_hi,190,pretransactionmoneyreceiver
17,dwd_argothek_apinventorymovementlog_hi,191,pretransactionmoneysender
17,dwd_argothek_apinventorymovementlog_hi,192,itemcost
17,dwd_argothek_apinventorymovementlog_hi,193,startinvpriweaponid
17,dwd_argothek_apinventorymovementlog_hi,194,startinvpriweaponname
17,dwd_argothek_apinventorymovementlog_hi,195,startinvpriweapontype
17,dwd_argothek_apinventorymovementlog_hi,196,startinvpriweaponavaamt
17,dwd_argothek_apinventorymovementlog_hi,197,startinvsecweaponid
17,dwd_argothek_apinventorymovementlog_hi,198,startinvsecweaponname
17,dwd_argothek_apinventorymovementlog_hi,199,startinvsecweapontype
17,dwd_argothek_apinventorymovementlog_hi,200,startinvsecweaponavaamt
17,dwd_argothek_apinventorymovementlog_hi,201,startinvmeleeid
17,dwd_argothek_apinventorymovementlog_hi,202,startinvmeleename
17,dwd_argothek_apinventorymovementlog_hi,203,startinvmeleetype
17,dwd_argothek_apinventorymovementlog_hi,204,startinvmeleeavaamt
17,dwd_argothek_apinventorymovementlog_hi,205,startinvarmorid
17,dwd_argothek_apinventorymovementlog_hi,206,startinvarmorname
17,dwd_argothek_apinventorymovementlog_hi,207,startinvarmortype
17,dwd_argothek_apinventorymovementlog_hi,208,startinvarmoravaamt
17,dwd_argothek_apinventorymovementlog_hi,209,startinvabilities
17,dwd_argothek_apinventorymovementlog_hi,210,startinvbackpackitems
17,dwd_argothek_apinventorymovementlog_hi,211,startinvpassives
17,dwd_argothek_apinventorymovementlog_hi,212,startinvcurequippedid
17,dwd_argothek_apinventorymovementlog_hi,213,startinvcurequippedname
17,dwd_argothek_apinventorymovementlog_hi,214,startinvcurequippedtype
17,dwd_argothek_apinventorymovementlog_hi,215,startinvcurequippedavaamt
17,dwd_argothek_apinventorymovementlog_hi,216,endinvpriweaponid
17,dwd_argothek_apinventorymovementlog_hi,217,endinvpriweaponname
17,dwd_argothek_apinventorymovementlog_hi,218,endinvpriweapontype
17,dwd_argothek_apinventorymovementlog_hi,219,endinvpriweaponavaamt
17,dwd_argothek_apinventorymovementlog_hi,220,endinvsecweaponid
17,dwd_argothek_apinventorymovementlog_hi,221,endinvsecweaponname
17,dwd_argothek_apinventorymovementlog_hi,222,endinvsecweapontype
17,dwd_argothek_apinventorymovementlog_hi,223,endinvsecweaponavaamt
17,dwd_argothek_apinventorymovementlog_hi,224,endinvmeleeid
17,dwd_argothek_apinventorymovementlog_hi,225,endinvmeleename
17,dwd_argothek_apinventorymovementlog_hi,226,endinvmeleetype
17,dwd_argothek_apinventorymovementlog_hi,227,endinvmeleeavaamt
17,dwd_argothek_apinventorymovementlog_hi,228,endinvarmorid
17,dwd_argothek_apinventorymovementlog_hi,229,endinvarmorname
17,dwd_argothek_apinventorymovementlog_hi,230,endinvarmortype
17,dwd_argothek_apinventorymovementlog_hi,231,endinvarmoravaamt
17,dwd_argothek_apinventorymovementlog_hi,232,endinvabilities
17,dwd_argothek_apinventorymovementlog_hi,233,endinvbackpackitems
17,dwd_argothek_apinventorymovementlog_hi,234,endinvpassives
17,dwd_argothek_apinventorymovementlog_hi,235,endinvcurequippedid
17,dwd_argothek_apinventorymovementlog_hi,236,endinvcurequippedname
17,dwd_argothek_apinventorymovementlog_hi,237,endinvcurequippedtype
17,dwd_argothek_apinventorymovementlog_hi,238,endinvcurequippedavaamt
17,dwd_argothek_apinventorymovementlog_hi,239,itemname
17,dwd_argothek_apinventorymovementlog_hi,240,itemid
17,dwd_argothek_apinventorymovementlog_hi,241,receiverid
17,dwd_argothek_apinventorymovementlog_hi,242,senderid
17,dwd_argothek_apinventorymovementlog_hi,243,transactiontype
17,dwd_argothek_apinventorymovementlog_hi,244,aplogtotal
17,dwd_argothek_apinventorymovementlog_hi,245,clientplatformdetailsplatformtype
17,dwd_argothek_apinventorymovementlog_hi,246,clientplatformdetailsplatformmetadata
17,dwd_argothek_apinventorymovementlog_hi,247,platformtype
17,dwd_argothek_apinventorymovementlog_hi,248,apschemaversion
18,dwd_argothek_cbt2kaibai_hi,249,tdbank_imp_date
18,dwd_argothek_cbt2kaibai_hi,250,dteventtime
18,dwd_argothek_cbt2kaibai_hi,251,gplayerid
18,dwd_argothek_cbt2kaibai_hi,252,playerid
18,dwd_argothek_cbt2kaibai_hi,253,source
18,dwd_argothek_cbt2kaibai_hi,254,sourcename
18,dwd_argothek_cbt2kaibai_hi,255,acctype
18,dwd_argothek_cbt2kaibai_hi,256,platid
18,dwd_argothek_cbt2kaibai_hi,257,ext1
18,dwd_argothek_cbt2kaibai_hi,258,ext2
18,dwd_argothek_cbt2kaibai_hi,259,ext3
18,dwd_argothek_cbt2kaibai_hi,260,ext4
18,dwd_argothek_cbt2kaibai_hi,261,ext5
19,dwd_argothek_commercialization_gearid_df,262,dtstatdate
19,dwd_argothek_commercialization_gearid_df,263,idate
19,dwd_argothek_commercialization_gearid_df,264,purchasesource
19,dwd_argothek_commercialization_gearid_df,265,purchaseditemid
19,dwd_argothek_commercialization_gearid_df,266,itemtype
19,dwd_argothek_commercialization_gearid_df,267,itemamount
19,dwd_argothek_commercialization_gearid_df,268,currencytype
19,dwd_argothek_commercialization_gearid_df,269,currencyspent
19,dwd_argothek_commercialization_gearid_df,270,itemp1
19,dwd_argothek_commercialization_gearid_df,271,itemp2
19,dwd_argothek_commercialization_gearid_df,272,itemp3
19,dwd_argothek_commercialization_gearid_df,273,itemp4
19,dwd_argothek_commercialization_gearid_df,274,vtemp1
19,dwd_argothek_commercialization_gearid_df,275,vtemp2
19,dwd_argothek_commercialization_gearid_df,276,vtemp3
19,dwd_argothek_commercialization_gearid_df,277,vtemp4
19,dwd_argothek_commercialization_gearid_df,278,vtemp5
20,dwd_argothek_gameclientrecord_hi,279,tdbank_imp_date
20,dwd_argothek_gameclientrecord_hi,280,dteventtime
20,dwd_argothek_gameclientrecord_hi,281,apeventid
20,dwd_argothek_gameclientrecord_hi,282,playername
20,dwd_argothek_gameclientrecord_hi,283,rsosubject
20,dwd_argothek_gameclientrecord_hi,284,buildversion
20,dwd_argothek_gameclientrecord_hi,285,oshostname
20,dwd_argothek_gameclientrecord_hi,286,platform
20,dwd_argothek_gameclientrecord_hi,287,aplogtotal
20,dwd_argothek_gameclientrecord_hi,288,instanceid
20,dwd_argothek_gameclientrecord_hi,289,buildconfiguration
20,dwd_argothek_gameclientrecord_hi,290,changelist
20,dwd_argothek_gameclientrecord_hi,291,isrunningonssd
20,dwd_argothek_gameclientrecord_hi,292,clientplatformdetailsplatformtype
20,dwd_argothek_gameclientrecord_hi,293,simdsupport
20,dwd_argothek_gameclientrecord_hi,294,isrunningonunknowndrivetype
20,dwd_argothek_gameclientrecord_hi,295,apschemaversion
21,dwd_argothek_gearrecord_df,296,dtstatdate
21,dwd_argothek_gearrecord_df,297,vgameappid
21,dwd_argothek_gearrecord_df,298,iareaid
21,dwd_argothek_gearrecord_df,299,iuserid
21,dwd_argothek_gearrecord_df,300,vroleid
21,dwd_argothek_gearrecord_df,301,igoodstype
21,dwd_argothek_gearrecord_df,302,igoodsid
21,dwd_argothek_gearrecord_df,303,icount
21,dwd_argothek_gearrecord_df,304,icount1
21,dwd_argothek_gearrecord_df,305,vtemp1
21,dwd_argothek_gearrecord_df,306,vtemp2
21,dwd_argothek_gearrecord_df,307,vtemp3
21,dwd_argothek_gearrecord_df,308,itemp1
21,dwd_argothek_gearrecord_df,309,itemp2
21,dwd_argothek_gearrecord_df,310,itemp3
22,dwd_argothek_matchdetails_hi,311,tdbank_imp_date
22,dwd_argothek_matchdetails_hi,312,dteventtime
22,dwd_argothek_matchdetails_hi,313,apeventid
22,dwd_argothek_matchdetails_hi,314,matchid
22,dwd_argothek_matchdetails_hi,315,mapid
22,dwd_argothek_matchdetails_hi,316,provisioningflowid
22,dwd_argothek_matchdetails_hi,317,gamepodid
22,dwd_argothek_matchdetails_hi,318,gamelengthmillis
22,dwd_argothek_matchdetails_hi,319,gamestartmillis
22,dwd_argothek_matchdetails_hi,320,gameversion
22,dwd_argothek_matchdetails_hi,321,iscompleted
22,dwd_argothek_matchdetails_hi,322,customgamename
22,dwd_argothek_matchdetails_hi,323,module
22,dwd_argothek_matchdetails_hi,324,forcepostprocessing
22,dwd_argothek_matchdetails_hi,325,queueid
22,dwd_argothek_matchdetails_hi,326,seasonid
22,dwd_argothek_matchdetails_hi,327,completionstate
22,dwd_argothek_matchdetails_hi,328,ismatchsampled
22,dwd_argothek_matchdetails_hi,329,players
22,dwd_argothek_matchdetails_hi,330,teams
22,dwd_argothek_matchdetails_hi,331,roundresults
22,dwd_argothek_matchdetails_hi,332,platforminfoplatformtype
22,dwd_argothek_matchdetails_hi,333,platforminfoplatformos
22,dwd_argothek_matchdetails_hi,334,aplogtotal
22,dwd_argothek_matchdetails_hi,335,platformtype
22,dwd_argothek_matchdetails_hi,336,apschemaversion
23,dwd_argothek_playerloadout_expressions_hi,337,tdbank_imp_date
23,dwd_argothek_playerloadout_expressions_hi,338,dteventtime
23,dwd_argothek_playerloadout_expressions_hi,339,apeventid
23,dwd_argothek_playerloadout_expressions_hi,340,apchildid
23,dwd_argothek_playerloadout_expressions_hi,341,apchildindex
23,dwd_argothek_playerloadout_expressions_hi,342,expressionassetid
23,dwd_argothek_playerloadout_expressions_hi,343,expressiontypeid
24,dwd_argothek_playerloadout_hi,344,tdbank_imp_date
24,dwd_argothek_playerloadout_hi,345,dteventtime
24,dwd_argothek_playerloadout_hi,346,apeventid
24,dwd_argothek_playerloadout_hi,347,subject
24,dwd_argothek_playerloadout_hi,348,matchinfoversion
24,dwd_argothek_playerloadout_hi,349,matchinfogamemode
24,dwd_argothek_playerloadout_hi,350,matchinfomapid
24,dwd_argothek_playerloadout_hi,351,matchinfomatchid
24,dwd_argothek_playerloadout_hi,352,matchinfoqueueid
24,dwd_argothek_playerloadout_hi,353,matchinfoisranked
24,dwd_argothek_playerloadout_hi,354,matchinfoprvflowid
24,dwd_argothek_playerloadout_hi,355,equippables
24,dwd_argothek_playerloadout_hi,356,sprayslots
24,dwd_argothek_playerloadout_hi,357,playercardid
24,dwd_argothek_playerloadout_hi,358,playertitleid
24,dwd_argothek_playerloadout_hi,359,characterid
24,dwd_argothek_playerloadout_hi,360,scopeenvironment
24,dwd_argothek_playerloadout_hi,361,scopedatacenter
24,dwd_argothek_playerloadout_hi,362,scopedeployment
24,dwd_argothek_playerloadout_hi,363,scopeproduct
24,dwd_argothek_playerloadout_hi,364,scopecomponent
24,dwd_argothek_playerloadout_hi,365,aplogtotal
24,dwd_argothek_playerloadout_hi,366,clientplatformdetailsplatformtype
24,dwd_argothek_playerloadout_hi,367,clientplatformdetailsplatformmetadata
24,dwd_argothek_playerloadout_hi,368,apschemaversion
25,dwd_argothek_playerloadout_sprayslots_hi,369,tdbank_imp_date
25,dwd_argothek_playerloadout_sprayslots_hi,370,dteventtime
25,dwd_argothek_playerloadout_sprayslots_hi,371,apeventid
25,dwd_argothek_playerloadout_sprayslots_hi,372,apchildid
25,dwd_argothek_playerloadout_sprayslots_hi,373,apchildindex
25,dwd_argothek_playerloadout_sprayslots_hi,374,sprayslotid
25,dwd_argothek_playerloadout_sprayslots_hi,375,sprayid
25,dwd_argothek_playerloadout_sprayslots_hi,376,spraylevelid
25,dwd_argothek_playerloadout_sprayslots_hi,377,subject
25,dwd_argothek_playerloadout_sprayslots_hi,378,matchinfoversion
25,dwd_argothek_playerloadout_sprayslots_hi,379,matchinfomatchid
25,dwd_argothek_playerloadout_sprayslots_hi,380,matchinfogamemode
25,dwd_argothek_playerloadout_sprayslots_hi,381,matchinfomapid
25,dwd_argothek_playerloadout_sprayslots_hi,382,matchinfoqueueid
25,dwd_argothek_playerloadout_sprayslots_hi,383,matchinfoisranked
25,dwd_argothek_playerloadout_sprayslots_hi,384,matchinfoprvflowid
26,dwd_argothek_playerlogin_hi,385,tdbank_imp_date
26,dwd_argothek_playerlogin_hi,386,dteventtime
26,dwd_argothek_playerlogin_hi,387,ieventid
26,dwd_argothek_playerlogin_hi,388,vgamesvrid
26,dwd_argothek_playerlogin_hi,389,vgameappid
26,dwd_argothek_playerlogin_hi,390,iareaid
26,dwd_argothek_playerlogin_hi,391,iuserid
26,dwd_argothek_playerlogin_hi,392,vroleid
26,dwd_argothek_playerlogin_hi,393,ilevel
26,dwd_argothek_playerlogin_hi,394,iloginway
26,dwd_argothek_playerlogin_hi,395,iversion
26,dwd_argothek_playerlogin_hi,396,vrolename
26,dwd_argothek_playerlogin_hi,397,inetbarlevel
26,dwd_argothek_playerlogin_hi,398,iseasonid
26,dwd_argothek_playerlogin_hi,399,iaccountexp
26,dwd_argothek_playerlogin_hi,400,ibpid
26,dwd_argothek_playerlogin_hi,401,ibplevel
26,dwd_argothek_playerlogin_hi,402,ibpexp
26,dwd_argothek_playerlogin_hi,403,iacid
26,dwd_argothek_playerlogin_hi,404,iaclevel
26,dwd_argothek_playerlogin_hi,405,iacexp
26,dwd_argothek_playerlogin_hi,406,ivpoint
26,dwd_argothek_playerlogin_hi,407,irpoint
26,dwd_argothek_playerlogin_hi,408,icampuslevel
27,dwd_argothek_playerlogout_hi,409,tdbank_imp_date
27,dwd_argothek_playerlogout_hi,410,dteventtime
27,dwd_argothek_playerlogout_hi,411,ieventid
27,dwd_argothek_playerlogout_hi,412,vgamesvrid
27,dwd_argothek_playerlogout_hi,413,vgameappid
27,dwd_argothek_playerlogout_hi,414,iareaid
27,dwd_argothek_playerlogout_hi,415,iuserid
27,dwd_argothek_playerlogout_hi,416,vroleid
27,dwd_argothek_playerlogout_hi,417,ilevel
27,dwd_argothek_playerlogout_hi,418,ionlinetime
27,dwd_argothek_playerlogout_hi,419,iplaytime
27,dwd_argothek_playerlogout_hi,420,iloginway
27,dwd_argothek_playerlogout_hi,421,iversion
27,dwd_argothek_playerlogout_hi,422,vrolename
27,dwd_argothek_playerlogout_hi,423,iaccountexp
27,dwd_argothek_playerlogout_hi,424,inetbarlevel
27,dwd_argothek_playerlogout_hi,425,iseasonid
27,dwd_argothek_playerlogout_hi,426,ilogoutreason
27,dwd_argothek_playerlogout_hi,427,ibanned
27,dwd_argothek_playerlogout_hi,428,ibannedtime
27,dwd_argothek_playerlogout_hi,429,ibpid
27,dwd_argothek_playerlogout_hi,430,ibplevel
27,dwd_argothek_playerlogout_hi,431,ibpexp
27,dwd_argothek_playerlogout_hi,432,iacid
27,dwd_argothek_playerlogout_hi,433,iaclevel
27,dwd_argothek_playerlogout_hi,434,iacexp
27,dwd_argothek_playerlogout_hi,435,ivpoint
27,dwd_argothek_playerlogout_hi,436,irpoint
27,dwd_argothek_playerlogout_hi,437,itotalonlinetime
27,dwd_argothek_playerlogout_hi,438,vlogoutreason
27,dwd_argothek_playerlogout_hi,439,icampuslevel
28,dwd_argothek_playermatchdetail_hi,440,tdbank_imp_date
28,dwd_argothek_playermatchdetail_hi,441,dteventtime
28,dwd_argothek_playermatchdetail_hi,442,apeventid
28,dwd_argothek_playermatchdetail_hi,443,apchildid
28,dwd_argothek_playermatchdetail_hi,444,apchildindex
28,dwd_argothek_playermatchdetail_hi,445,subject
28,dwd_argothek_playermatchdetail_hi,446,name
28,dwd_argothek_playermatchdetail_hi,447,teamid
28,dwd_argothek_playermatchdetail_hi,448,partyid
28,dwd_argothek_playermatchdetail_hi,449,characterid
28,dwd_argothek_playermatchdetail_hi,450,competitivetier
28,dwd_argothek_playermatchdetail_hi,451,statsscore
28,dwd_argothek_playermatchdetail_hi,452,statsroundsplayed
28,dwd_argothek_playermatchdetail_hi,453,statskills
28,dwd_argothek_playermatchdetail_hi,454,statsdeaths
28,dwd_argothek_playermatchdetail_hi,455,statsassists
28,dwd_argothek_playermatchdetail_hi,456,statsplaytimemillis
28,dwd_argothek_playermatchdetail_hi,457,newexpr
28,dwd_argothek_playermatchdetail_hi,458,matchid
28,dwd_argothek_playermatchdetail_hi,459,mapid
28,dwd_argothek_playermatchdetail_hi,460,provisioningflowid
28,dwd_argothek_playermatchdetail_hi,461,gamepodid
28,dwd_argothek_playermatchdetail_hi,462,gamelengthmillis
28,dwd_argothek_playermatchdetail_hi,463,gamestartmillis
28,dwd_argothek_playermatchdetail_hi,464,gameversion
28,dwd_argothek_playermatchdetail_hi,465,iscompleted
28,dwd_argothek_playermatchdetail_hi,466,customgamename
28,dwd_argothek_playermatchdetail_hi,467,module
28,dwd_argothek_playermatchdetail_hi,468,forcepostprocessing
28,dwd_argothek_playermatchdetail_hi,469,queueid
28,dwd_argothek_playermatchdetail_hi,470,seasonid
28,dwd_argothek_playermatchdetail_hi,471,completionstate
28,dwd_argothek_playermatchdetail_hi,472,ismatchsampled
28,dwd_argothek_playermatchdetail_hi,473,statsabilitycastsgrenadecasts
28,dwd_argothek_playermatchdetail_hi,474,statsabilitycastsability1casts
28,dwd_argothek_playermatchdetail_hi,475,statsabilitycastsability2casts
